,index,Length,Processed_Text,labels
1483,1483,149,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu,0
1484,1484,22,sorry call later,0
1485,1485,132,add really care least get dude fuck hey money want,0
1486,1486,154,hello lover go new job happy think wake slave send teasing kiss across sea,0
1487,1487,31,told number gautham,0
1488,1488,51,tell need investigate anywhere,0
1489,1489,18,ok juz receive,0
1490,1490,172,cant believe said many thing morning really wanted say good morning love beautiful morning see library later,0
1491,1491,130,account credited 500 free text message activate txt word credit 80488 c www 80488 biz,1
1492,1492,76,end might still vomit okay everything come,0
1493,1493,78,money money aint thing sha,0
1494,1494,112,everything weather keep extra warm cold nothing serious pls lot vitamin c,0
1495,1495,58,hey gal anyone u going e driving centre tmr,0
1496,1496,158,always yahoo messenger send message get may send mobile mode sha get reply,0
1497,1497,60,putting ready lt time gt,0
1498,1498,154,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon,0
1499,1499,154,sm ac jsco energy high u may know 2channel 2day ur leadership skill r strong psychic reply an w question end reply end jsco,1
1500,1500,34,host based idp linux system,0
1501,1501,122,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call,1
1502,1502,26,da whats plan,0
1503,1503,31,ill lt gt ok,0
1504,1504,26,oh god almost home,0
1505,1505,64,total video converter free download type google search,0
1506,1506,121,thanks vote sing along star karaoke mobile free link reply sing,1
1507,1507,179,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
1508,1508,56,sound like something someone testing would sayy,0
1509,1509,148,u love someone dont make love u much u love much dont want loved anyone except gud nit,0
1510,1510,90,pete phone still jenny college leanne,0
1511,1511,110,oops sorry check mind picking tomo half eight station would ok,0
1512,1512,458,hey sweet wondering moment might come want send file someone go yahoo connection suck remember set page go download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss,0
1513,1513,36,hows champ leaving glasgow,0
1514,1514,28,k best congrats,0
1515,1515,33,wonder get text,0
1516,1516,51,need come home give good lovin,0
1517,1517,157,brand new mobile music service live free music player arrive shortly install phone browse content top artist,1
1518,1518,45,shall ask one thing dont mistake,0
1519,1519,37,check wid corect speling e sarcasm,0
1520,1520,159,urgent mobile awarded 2 000 bonus caller prize 1 08 03 2nd attempt contact call 0871 4719 523 box95qu bt national rate,1
1521,1521,39,angry happen dear,0
1522,1522,96,thk u dun haf 2 hint e forum already lor co told ron n darren going 2 tell shuhui,0
1523,1523,15,yup ok thanx,0
1524,1524,29,hi ct employee,0
1525,1525,32,pls pls find aunt nike,0
1526,1526,152,wow love sooo much know barely stand wonder day go well love think miss,0
1527,1527,29,screaming mean shouting,0
1528,1528,36,hey happen de alright,0
1529,1529,54,picked receipt something earlier,0
1530,1530,29,think chennai well settled,0
1531,1531,47,oh dang mean send lol,0
1532,1532,172,unfortunately found pick sister airport evening think going try go one th,0
1533,1533,32,horrible bf v hungry,0
1534,1534,22,remember day,0
1535,1535,150,nokia 7250i get win free auction take part send nokia 86021 hg suite342 2lands row w1jhl 16,1
1536,1536,91,feel mr real valentine yo valentine even tho u hardly play,0
1537,1537,53,sound good finger make difficult type,0
1538,1538,24,midnight earliest,0
1539,1539,121,sure trying make xavier smoke want smoke told smoke much,0
1540,1540,36,k come nordstrom done,0
1541,1541,212,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dream,0
1542,1542,25,press conference da,0
1543,1543,156,hello orange 1 month free access game news sport plus 10 free text 20 photo message reply yes term apply www orange co uk ow,1
1544,1544,59,completed degree use joining finance,0
1545,1545,155,good afternoon love job prospect missing lazy bleak hmmm happy filled love,0
1546,1546,37,shant disturb u anymore jia,0
1547,1547,79,bishan lar nearer need buy early co buy got ta park car,0
1548,1548,24,dont know oh,0
1549,1549,50,dude sux snake got old raiden got buff,0
1550,1550,75,say hi get as back south tampa preferably kegger,0
1551,1551,41,e msg jus u said thanks gift,0
1552,1552,8,u,0
1553,1553,36,ok dear call chechi,0
1554,1554,31,yeah tote u wan na,0
1555,1555,73,ok found dis pierre cardin one look normal cost 20 sale,0
1556,1556,127,good sleep rhythm person establish rhythm body learn use want know,0
1557,1557,14,wat r u,0
1558,1558,97,message truro hospital ext phone phone side,0
1559,1559,73,single line big meaning miss anything 4 ur best life,0
1560,1560,92,got gas money chance gang want go grand nature adventure,0
1561,1561,63,dnt worry use ice piece cloth pack also take 2 tablet,0
1562,1562,58,dude saw parked car sunroof popped sux,0
1563,1563,46,get ready put excellent sub face,0
1564,1564,26,tmrw im finishing 9 door,0
1565,1565,143,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blanked,0
1566,1566,29,late,0
1567,1567,31,whatever im pretty pissed,0
1568,1568,156,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,0
1569,1569,37,dont much image class,0
1570,1570,63,got rumour going buy apartment chennai,0
1571,1571,33,near kalainar tv office thenampet,0
1572,1572,145,ur cash balance currently 500 pound maximize ur cash send go 86688 150p msg cc 08718720201 hg suite342 2lands row w1j6hl,1
1573,1573,149,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021 hg suite342 2lands row w1j6hl,1
1574,1574,104,si catching e show e afternoon watching w c u wan 2 watch today tmr lor,0
1575,1575,58,sound gd haha wah u yan jiu fast liao,0
1576,1576,62,nosy guess idk reacting freaked,0
1577,1577,184,remember hurt day satanic imposter need pay price may destiny keep going u said pray get mind get,0
1578,1578,611,make girl happy difficult make girl happy u need 1 friend 2 companion 3 lover 4 chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam,0
1579,1579,61,princess bet brothas chasing,0
1580,1580,62,shall book chez jules half eight ok,0
1581,1581,64,hhahhaahahah rofl wtf nig leonardo room something,0
1582,1582,47,yep derek house see sunday lt 3,0
1583,1583,92,cool let know kick around lt gt day,0
1584,1584,22,sorry call later,0
1585,1585,338,wondering would okay call uncle john let know thing nigeria r lt gt dollar 2years sent know strain plan pay back every dime give every dime expect anything practical something like,0
1586,1586,86,charge transfer charge withdraw anyhow like,0
1587,1587,159,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,0
1588,1588,30,4 let go bill miller,0
1589,1589,105,love set soul fire spark flame big rawring flame xoxo,0
1590,1590,148,somewhr someone surely made 4 u god decided perfect time make u meet dat person till den enjoy ur crush,0
1591,1591,30,honeymoon outfit,0
1592,1592,52,help propose going back tomorrow,0
1593,1593,136,private 2003 account statement show 800 un redeemed point call 08719899230 identifier code 41685 expires 07 11 04,1
1594,1594,152,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning,0
1595,1595,43,pls confirm time collect cheque,0
1596,1596,146,registered subscriber yr draw 4 100 gift voucher b entered receipt correct an next olympics txt an 80062,1
1597,1597,144,urgent mobile number awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm,1
1598,1598,35,daddy take good care,0
1599,1599,47,yeah probably still got ta check leo,0
1600,1600,25,k special,0
1601,1601,127,carlos taking sweet time usual let know patty done want smoke tell haul as,0
1602,1602,25,ok pa nothing problem,0
1603,1603,143,heard job going wildlife talk tonight u want2come that2worzels wizzle whatever,0
1604,1604,128,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend 4u,0
1605,1605,24,came hostel,0
1606,1606,43,ok prob come lunch,0
1607,1607,99,jus telling u dat b leaving 4 shanghai 21st instead haf time 2 meet cya,0
1608,1608,152,freezing home yet remember kiss mom morning love think missing yet,0
1609,1609,37,ready big day tomorrow,0
1610,1610,32,probably around mu lot,0
1611,1611,3,645,0
1612,1612,153,rt king pro video club need help info ringtoneking co uk call 08701237397 must 16 club credit redeemable www ringtoneking co uk enjoy,1
1613,1613,28,thnx dude u guy 2nite,0
1614,1614,55,sef dey laugh meanwhile darling anjie,0
1615,1615,28,mm food da,0
1616,1616,121,k make sense btw carlos difficult guy gon na smoke go pick second batch get gas,0
1617,1617,29,u download fring app,0
1618,1618,115,2 oz guy kinda flaky one friend interested picking lt gt worth tonight possible,0
1619,1619,39,friend u stay fb chat,0
1620,1620,154,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love,0
1621,1621,148,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte,0
1622,1622,132,u secret admirer looking 2 make contact u find r reveal think ur special call 09058094599,1
1623,1623,44,ah well confuses thing,0
1624,1624,71,500 free text msg text ok 80488 credit account,1
1625,1625,156,hi dear call urgnt know whats problem want work problem least tell wating reply,0
1626,1626,25,dear ok,0
1627,1627,147,selected stay 1 250 top british hotel nothing holiday worth 350 claim call london 02072069400 bx 526 sw73ss,1
1628,1628,41,yes princess want make happy,0
1629,1629,83,sound like many talent would like go dinner date next week,0
1630,1630,45,going film 2day da 6pm sorry da,0
1631,1631,73,watching movie already xy want 2 shop shopping w,0
1632,1632,158,hello little party animal thought buzz friend grin reminding loved send naughty adoring kiss,0
1633,1633,47,yesterday going home,0
1634,1634,161,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight www getzed co uk pobox36504w45wq 150p,1
1635,1635,159,come life brought sun shiny warming heart putting constant smile face making feel loved cared,0
1636,1636,165,shit surprised went spent evening french guy met town fooled around bit let fuck,0
1637,1637,91,0a network allow company bill sm responsible supplier,1
1638,1638,37,great comedy cant stop laughing da,0
1639,1639,160,freemsg feelin kinda lnly hope u like 2 keep company jst got cam moby wan na c pic txt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242,1
1640,1640,41,alright set text man,0
1641,1641,136,hi keen go kind feel go tomo mind,0
1642,1642,24,sleeping nt feeling well,0
1643,1643,35,u switch fone dammit,0
1644,1644,25,india take lead,0
1645,1645,31,post l8r class,0
1646,1646,36,thts wat wright brother fly,0
1647,1647,132,evening v good somewhat event laden fill worry head ok throat wrecked see six,0
1648,1648,156,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear,0
1649,1649,30,laptop take,0
1650,1650,118,dont file bag work called tell find anything room,0
1651,1651,82,wan early lei outside wun b home early neva mind,0
1652,1652,123,ur chance win 250 cash every wk txt action 80608 c www movietrivia tv custcare 08712405022 1x150p wk,1
1653,1653,147,bugis juz wat walking home oredi late reply oso saw top dat like din buy r,0
1654,1654,75,wishing family merry x ma happy new year advance,0
1655,1655,22,7 go ok na,0
1656,1656,90,yes posted couple pic fb still snow outside waking,0
1657,1657,61,one good partnership going take lead,0
1658,1658,148,rgent 2nd attempt contact u u 1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary 7 50,1
1659,1659,28,yeah class,0
1660,1660,42,send bec temple na,0
1661,1661,75,coming home class right need work shower,0
1662,1662,160,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx 1 minmobsmorelkpobox177hp51fl,1
1663,1663,27,mostly like,0
1664,1664,14,v fan,0
1665,1665,129,dunno co v late n reach inside already ate spageddies lor e gal r laughing lor,0
1666,1666,73,guess spent last night phasing fourth dimension,0
1667,1667,88,dad gon na call get work ask crazy question,0
1668,1668,27,yes said,0
1669,1669,75,hurting n meaningful line ever compromised everything love,0
1670,1670,11,lmao nice 1,0
1671,1671,23,glad see reply,0
1672,1672,158,urgent trying contact u today draw show 800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs,1
1673,1673,73,monthly password wap mobsi com 391784 use wap phone pc,1
1674,1674,25,nah dub je still buff,0
1675,1675,81,painful word thought happy toughest thing earth,0
1676,1676,51,yeah fine 6 get ok,0
1677,1677,40,lol u come idea,0
